mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_model__optimizer;param_model__neurons;param_model__loss;param_model__kernel_initializer;param_model__dropout_rate;param_model__activation;param_epochs;param_batch_size;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score
32.18553193410238;0.734842759069533;0.8240752220153809;0.0939496279492225;adam;4;mse;random_uniform;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53957.91538919592;-54361.12425580395;-54665.52170992827;-54328.187118309375;289.8163988399631;87
50.980976581573486;3.768095116337921;0.846080462137858;0.0646621894536048;sgd;32;mae;normal;0.2;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-53856.75519479894;-12352.569635882484;-9163.471415990374;-25124.265415557264;20358.611012700912;34
28.53329102198283;0.8602920518990703;0.7951896985371908;0.1109946210228303;adam;4;mse;normal;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53957.70170129919;-54362.687476781735;-54667.26285220122;-54329.21734342738;290.64232782743176;90
56.48553307851156;3.214737267120636;0.8723774751027426;0.0797184680744056;adam;16;mse;normal;0.3;relu;100;32;{'model__optimizer': 'adam', 'model__neurons': 16, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-4806.809581689695;-13392.626538346409;-12348.36213359376;-10182.59941787662;3825.089045490431;24
58.800727208455406;3.760628534422487;0.7268693447113037;0.1245908112371561;adam;32;mse;random_uniform;0.3;relu;100;32;{'model__optimizer': 'adam', 'model__neurons': 32, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-5883.669585110259;-4395.1846497408;-5238.636288951199;-5172.49684126742;609.4684408621403;1
57.96177315711975;2.906969002954052;0.6494429111480713;0.0986478466018453;adam;4;mae;normal;0.3;relu;100;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-53982.5712386527;-20916.572325364024;-14642.8880508966;-29847.34387163777;17257.301423591787;40
57.57467166582743;4.895910059173386;0.7409864266713461;0.0226310468763269;adam;4;mse;random_uniform;0.3;tanh;100;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 32};-53923.10896219396;-54327.2567211665;-54630.672131070845;-54293.6792714771;289.835577909853;83
31.131097078323364;0.931313536950554;0.6568840344746908;0.0267858586628498;adam;4;mse;random_uniform;0.3;relu;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};-12941.78471612357;-22895.264948930864;-28092.295765521874;-21309.781810192104;6285.9533274279465;31
30.91546829541524;0.7219039071041905;0.7665622234344482;0.133200253140315;adam;4;mae;normal;0.3;relu;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};-27507.379275687315;-27897.391919533493;-14411.609110565223;-23272.126768595343;6267.354962650387;32
29.558377822240196;1.1608471987231024;0.7217516104380289;0.0316065061721289;adam;32;mae;random_uniform;0.3;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53757.88196481847;-54162.2373272456;-54466.38625773969;-54128.83518326792;290.20838569170337;72
32.47844592730204;1.323682126776866;0.8140931129455566;0.090600064199513;adam;16;mae;random_uniform;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 16, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53871.89261545324;-54273.60430112256;-54580.127964505904;-54241.87496036056;290.00504675014497;79
54.074530045191445;5.295874489554191;0.8473844528198242;0.1062275650627203;sgd;4;mae;random_uniform;0.3;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-53856.58904184484;-54260.32950559033;-54564.670498380416;-54227.19634860519;290.02090940854225;77
56.833999236424766;3.0777576830113302;0.9528594811757406;0.2171407375242377;adam;32;mse;normal;0.3;tanh;100;32;{'model__optimizer': 'adam', 'model__neurons': 32, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 32};-53529.36131967687;-53934.38582578076;-54237.76981783842;-53900.50565443202;290.197116428175;63
34.943206469217934;2.14854526127011;0.8144239584604899;0.1299965415105194;adam;4;mae;random_uniform;0.3;relu;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};-26456.710386303228;-54393.33216777218;-27904.0019394942;-36251.3481645232;12841.919661550888;41
61.775162855784096;3.428372717063721;0.7844051520029703;0.0786746301513491;adam;32;mae;random_uniform;0.3;relu;100;32;{'model__optimizer': 'adam', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-11217.810348522444;-1756.223214375134;-3831.686784861903;-5601.906782586494;4060.432399348909;3
58.47566278775533;4.374597076825294;0.766138474146525;0.0777218986673221;sgd;4;mse;random_uniform;0.2;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-8990.181035490024;-8901.341295703049;-8858.032174080383;-8916.518168424487;55.00656622724344;9
57.02945478757223;4.00860450374359;0.7098165353139242;0.066213087066061;sgd;32;mae;random_uniform;0.3;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-15674.568878975815;-54260.349494604;-10254.816449014988;-26729.9116075316;19592.297581634477;37
57.68009066581726;3.056539869630483;0.7161966959635416;0.1069191882759082;adam;4;mse;normal;0.2;relu;100;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-7514.149129372775;-54386.34014191998;-54690.66150141692;-38863.71692423656;22167.84012281503;42
32.795238733291626;0.5727756286293019;0.8085683981577555;0.0625942947417553;adam;4;mae;normal;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53959.61818231725;-54361.71365704907;-54665.20402193999;-54328.8452871021;288.9903015399855;88
32.658047676086426;0.8374835156164957;0.8747011025746664;0.0275131372395746;adam;16;mse;random_uniform;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 16, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53872.03154672765;-54275.99494901074;-54578.05540924041;-54242.0273016596;289.2320572473341;81
29.0702486038208;0.8795605757566336;0.9797908465067544;0.2630296267307532;sgd;16;mse;normal;0.3;tanh;50;32;{'model__optimizer': 'sgd', 'model__neurons': 16, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-8972.988463521295;-8933.198109381663;-8924.416539973814;-8943.534370958923;21.133491063881664;16
54.20796052614848;4.922200985443291;0.712793747584025;0.0146883052512623;sgd;4;mae;random_uniform;0.2;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};-53856.57092966222;-54260.34386411084;-54564.65050936674;-54227.18843437993;290.021418391945;75
32.92753060658773;1.4032940336987063;0.7913306554158529;0.0178286502076868;adam;32;mse;random_uniform;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 32, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53757.86920847082;-54161.56026431877;-54467.1961941812;-54128.87522232359;290.5023547143962;73
57.64424355824789;2.0644313425061576;0.7957227230072021;0.1087878154844535;sgd;4;mse;normal;0.2;tanh;100;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 32};-8990.725329044275;-8904.485523096304;-8918.929098335122;-8938.046650158567;37.713274614981415;15
28.023582458496094;2.517579332384836;0.7268176873524984;0.0327424027146903;sgd;32;mae;random_uniform;0.2;relu;50;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};-10264.08755054497;-54330.35530057324;-54634.67630434965;-39743.039718489286;20845.137218838303;43
29.239896774291992;2.0308266960719608;0.8174994786580404;0.099697924268634;sgd;32;mse;normal;0.2;tanh;50;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-9051.402993871245;-8901.54152488309;-8825.515219656292;-8926.153246136875;93.84605923977082;12
54.17878262201945;4.55635395586376;0.8140496412913004;0.049660441237344;sgd;32;mse;random_uniform;0.3;relu;100;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 100, 'batch_size': 32};;;;;;92
28.95795154571533;2.4349391621399046;0.82485032081604;0.0835600844502752;sgd;4;mae;normal;0.3;relu;50;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};-53926.57672037267;-54330.33529630078;-17655.16716169431;-41970.69305945592;17194.46335327054;46
52.79809633890788;3.8408233105717695;0.804668664932251;0.0843014255298228;sgd;16;mse;random_uniform;0.2;tanh;100;32;{'model__optimizer': 'sgd', 'model__neurons': 16, 'model__loss': 'mse', 'model__kernel_initializer': 'random_uniform', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 32};-8969.799427064749;-8912.880557524615;-8950.314363769898;-8944.331449453086;23.619001887229235;17
33.24504590034485;0.9597703136463496;0.8131163120269775;0.0492614075856289;adam;16;mae;normal;0.2;tanh;50;32;{'model__optimizer': 'adam', 'model__neurons': 16, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53871.20816781525;-54275.36296048535;-54579.33957339262;-54241.97023389774;290.0561181713648;80
28.660069783528645;0.4549300303583254;0.9398922125498452;0.0456604840186485;sgd;16;mse;normal;0.2;tanh;50;32;{'model__optimizer': 'sgd', 'model__neurons': 16, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-8999.317041189364;-8906.095545320282;-8844.3471789566;-8916.586588488748;63.69961297727805;10
25.96590479214986;1.529679816509304;0.7762207984924316;0.0889982512385267;sgd;4;mse;normal;0.2;relu;50;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.2, 'model__activation': 'relu', 'epochs': 50, 'batch_size': 32};;;;;;92
28.35806131362915;0.5406432920837538;0.6465041637420654;0.0909594750614784;sgd;4;mae;normal;0.3;tanh;50;32;{'model__optimizer': 'sgd', 'model__neurons': 4, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-53647.241409517344;-54049.384574560056;-54353.009686002486;-54016.54522335996;289.0628908082508;64
23.846884330113728;1.4726135639506923;0.6734794775644938;0.1754514331715981;sgd;32;mae;normal;0.3;tanh;50;32;{'model__optimizer': 'sgd', 'model__neurons': 32, 'model__loss': 'mae', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 50, 'batch_size': 32};-51688.80373300695;-52089.700980810056;-52394.364025602095;-52057.6229131397;288.93549850077267;54
34.85705828666687;1.457395297755093;0.5965474446614584;0.3686192474416652;adam;4;mse;normal;0.3;tanh;100;32;{'model__optimizer': 'adam', 'model__neurons': 4, 'model__loss': 'mse', 'model__kernel_initializer': 'normal', 'model__dropout_rate': 0.3, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 32};-53923.98654092931;-54326.745750097165;-54632.5523572061;-54294.428216077526;290.1720136434367;85
